Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Sex_F,Sex_I,Sex_M
0.20975890115742507,0.3694298181938818,-0.37841140877452406,-0.3234673131752832,-0.325522553772555,-0.4055633409352946,-0.21186292034039644,-0.6747582791498677,1.4525742807190702,-0.7591358237274278
-0.4200840381008161,-0.5430325141238007,-1.0324195251411015,-0.6666377155992553,-0.4804641752684858,-0.8217918987305204,-0.7122831596074289,-0.6747582791498677,1.4525742807190702,-0.7591358237274278
-1.8477280337528281,-1.8610336608048972,-1.8172292647809944,-1.3896376732283948,-1.356221166332443,-1.3477950212189924,-1.391424912898402,1.4820121974048341,-0.6884329519485699,-0.7591358237274278
-2.0996652094561243,-2.114495419782031,-1.94803088805431,-1.454809500394965,-1.3652032893177144,-1.5353265692366214,-1.462913518507978,-0.6747582791498677,1.4525742807190702,-0.7591358237274278
-0.25212592096528513,-0.2895707551466665,-0.1168081622278928,-0.4100236461308846,-0.43779909108844683,-0.3506760585886717,-0.17611861753560837,-0.6747582791498677,-0.6884329519485699,1.3172873269106269
-0.16814686239751966,-0.2895707551466665,-0.5092130320478396,-0.4823236418937985,-0.4535178063126717,-0.3415281781975678,-0.4263287371691247,-0.6747582791498677,1.4525742807190702,-0.7591358237274278
1.0915390161189618,0.9270456879435766,1.0604064472319463,1.190759358647999,0.6625109746072944,1.2181854284856406,1.4681193114846418,1.4820121974048341,-0.6884329519485699,-0.7591358237274278
-0.33610497953305063,-0.18818605155581283,-0.37841140877452406,-0.4884335006906645,-0.3300136152651907,-0.36439787917532745,-0.8552603708265812,-0.6747582791498677,1.4525742807190702,-0.7591358237274278
0.04180078402189409,0.21735276280760132,0.5371999541386846,-0.2165447842301288,-0.1773175245155775,-0.48789426445522943,0.0026028964883318345,-0.6747582791498677,1.4525742807190702,-0.7591358237274278
-0.9659479187912914,-1.1006483838734953,-1.0324195251411015,-1.1177489567678591,-1.0553200463258525,-1.1328198320280516,-1.0875983390577035,-0.6747582791498677,1.4525742807190702,-0.7591358237274278
0.5456751354284861,0.47081452178473554,0.5371999541386846,0.5278396791880418,0.6265824826662089,0.37200649230853344,0.37434364565812744,-0.6747582791498677,-0.6884329519485699,1.3172873269106269
0.29373795972519057,0.11596805921674765,0.013993461045422831,0.012574920652344853,0.24035119429954044,0.3033973893752544,-0.28335152594997237,-0.6747582791498677,1.4525742807190702,-0.7591358237274278
